order_id,order_time,day_of_week,num_items,order_value,prep_time,restaurant_load,rider_assignment_delay,pickup_wait,distance_km,traffic_level,weather,area_type,rider_experience,peak_hour,actual_delivery_time,promised_eta,customer_zone,restaurant_zone,batch_delivery
ORD-1820,12:52,Sunday,3,514,15,High,10,3,2.0,Severe,Clear,Urban,Experienced,Yes,57,47,Z5,Z4,No
ORD-1821,12:57,Thursday,2,427,13,High,3,10,4.1,Moderate,Clear,Urban,Moderate,Yes,42,46,Z2,Z3,No
ORD-1822,16:28,Wednesday,5,1109,21,High,1,6,6.7,Low,Clear,Urban,New,No,51,49,Z4,Z4,No
ORD-1823,19:45,Saturday,1,205,13,High,6,11,3.9,Heavy,Clear,Urban,Experienced,Yes,44,35,Z3,Z3,No
ORD-1824,21:45,Tuesday,1,228,14,High,4,3,1.7,Heavy,Clear,Urban,Moderate,Yes,33,52,Z5,Z6,Yes
ORD-1825,09:53,Tuesday,4,609,9,Low,1,4,4.5,Heavy,Clear,Dense Urban,Moderate,No,59,43,Z4,Z8,No
ORD-1826,12:45,Saturday,2,286,10,Very High,1,2,1.8,Heavy,Hot,Dense Urban,Moderate,Yes,26,32,Z6,Z1,No
ORD-1827,13:39,Wednesday,2,473,21,Very High,1,7,2.1,Severe,Clear,Dense Urban,Moderate,Yes,48,34,Z3,Z6,Yes
ORD-1828,14:50,Saturday,3,1200,17,Moderate,3,2,6.7,Moderate,Rain,Suburban,Moderate,No,49,45,Z8,Z8,Yes
ORD-1829,21:02,Wednesday,4,776,11,Moderate,9,4,1.5,Low,Rain,Suburban,Moderate,Yes,32,32,Z2,Z2,No
ORD-1830,14:46,Thursday,7,1409,27,Moderate,1,7,3.6,Moderate,Fog,Urban,New,No,61,61,Z2,Z8,Yes
ORD-1831,18:58,Wednesday,2,580,14,Moderate,1,4,3.5,Heavy,Clear,Urban,Experienced,No,33,34,Z7,Z4,No
ORD-1832,21:22,Tuesday,8,1204,30,Very High,5,10,3.4,Moderate,Clear,Dense Urban,Moderate,Yes,62,47,Z1,Z2,No
ORD-1833,20:20,Wednesday,5,1014,26,High,4,2,2.4,Moderate,Rain,Dense Urban,Moderate,Yes,46,42,Z5,Z7,No
ORD-1834,13:31,Friday,3,484,30,Very High,13,4,2.8,Heavy,Clear,Dense Urban,Moderate,Yes,63,40,Z7,Z7,No
ORD-1835,13:43,Tuesday,3,665,9,Low,2,2,4.4,Moderate,Fog,Urban,Experienced,Yes,28,41,Z3,Z8,No
ORD-1836,19:26,Saturday,4,576,20,Moderate,2,2,3.9,Moderate,Hot,Dense Urban,New,Yes,40,44,Z6,Z4,No
ORD-1837,10:53,Thursday,5,1253,18,High,3,5,0.5,Moderate,Clear,Dense Urban,Moderate,No,33,26,Z6,Z8,No
ORD-1838,13:03,Wednesday,4,703,14,High,5,2,4.1,Moderate,Clear,Dense Urban,Moderate,Yes,41,41,Z7,Z3,No
ORD-1839,21:35,Sunday,5,451,21,Low,8,9,2.6,Heavy,Clear,Suburban,New,Yes,52,39,Z7,Z4,No
ORD-1840,13:52,Wednesday,2,573,11,Moderate,5,6,4.1,Low,Clear,Urban,Moderate,Yes,35,35,Z4,Z6,No
ORD-1841,21:48,Sunday,5,751,17,High,3,5,4.1,Heavy,Clear,Urban,New,Yes,43,50,Z4,Z1,No
ORD-1842,21:43,Friday,3,335,14,High,1,4,5.1,Severe,Clear,Urban,Experienced,Yes,45,53,Z8,Z7,No
ORD-1843,11:47,Saturday,4,872,23,High,2,2,4.5,Low,Clear,Urban,Experienced,No,40,45,Z5,Z6,No
ORD-1844,23:01,Sunday,2,422,66,Moderate,8,3,17.0,Moderate,Hot,Suburban,New,No,124,90,Z7,Z4,No
ORD-1845,20:21,Thursday,3,648,15,High,1,2,3.9,Heavy,Hot,Urban,Moderate,Yes,55,40,Z3,Z3,No
ORD-1846,20:43,Saturday,4,529,15,Moderate,7,2,2.8,Heavy,Clear,Urban,Experienced,Yes,47,38,Z7,Z5,No
ORD-1847,13:27,Monday,1,188,16,Moderate,9,7,2.8,Heavy,Fog,Dense Urban,Moderate,Yes,48,39,Z5,Z5,No
ORD-1848,21:15,Saturday,3,495,17,High,1,4,1.1,Low,Clear,Urban,New,Yes,28,34,Z6,Z2,No
ORD-1849,12:22,Monday,3,647,17,High,14,3,3.5,Heavy,Cold,Suburban,Moderate,Yes,51,44,Z1,Z8,Yes
ORD-1850,12:59,Wednesday,4,842,13,High,5,5,5.6,Moderate,Rain,Dense Urban,Moderate,Yes,67,49,Z8,Z1,No
ORD-1851,12:30,Saturday,2,345,17,High,2,6,3.2,Heavy,Fog,Urban,Experienced,Yes,42,38,Z4,Z2,No
ORD-1852,12:20,Saturday,1,170,6,Low,5,2,2.1,Moderate,Clear,Dense Urban,Experienced,Yes,25,27,Z3,Z3,No
ORD-1853,12:30,Wednesday,5,660,28,High,2,5,1.1,Moderate,Clear,Suburban,New,Yes,42,35,Z1,Z1,No
ORD-1854,09:37,Monday,3,349,12,Moderate,4,3,3.3,Moderate,Clear,Dense Urban,Experienced,No,34,36,Z5,Z5,No
ORD-1855,15:54,Tuesday,3,477,10,Low,1,4,0.4,Low,Clear,Dense Urban,Moderate,No,22,26,Z7,Z4,No
ORD-1856,21:11,Saturday,2,236,10,Moderate,4,2,4.0,Moderate,Hot,Suburban,New,Yes,31,36,Z5,Z4,No
ORD-1857,19:10,Wednesday,4,757,24,High,5,6,0.5,Heavy,Clear,Dense Urban,Moderate,Yes,43,46,Z5,Z5,No
ORD-1858,10:34,Wednesday,4,374,18,Moderate,1,3,3.1,Moderate,Clear,Suburban,New,No,34,34,Z3,Z8,No
ORD-1859,14:07,Monday,4,368,16,High,9,6,1.4,Heavy,Clear,Urban,Moderate,Yes,44,57,Z7,Z1,Yes
ORD-1860,20:19,Friday,1,152,13,Very High,4,5,1.2,Heavy,Clear,Dense Urban,Experienced,Yes,33,35,Z6,Z6,No
ORD-1861,22:17,Saturday,2,300,10,Moderate,7,2,3.0,Heavy,Clear,Urban,Moderate,Yes,33,34,Z8,Z7,No
ORD-1862,19:21,Sunday,3,509,11,Moderate,3,6,3.3,Severe,Clear,Suburban,Moderate,Yes,41,39,Z2,Z2,Yes
ORD-1863,20:42,Sunday,3,590,16,High,1,4,8.1,Moderate,Clear,Suburban,Moderate,Yes,44,61,Z3,Z4,No
ORD-1864,20:22,Tuesday,4,1429,16,High,3,2,5.6,Severe,Clear,Urban,Experienced,Yes,44,51,Z5,Z4,No
ORD-1865,11:49,Monday,7,1082,27,High,5,3,2.1,Moderate,Cold,Suburban,New,No,44,36,Z7,Z3,No
ORD-1866,12:05,Thursday,4,813,11,Moderate,2,4,8.2,Moderate,Hot,Suburban,Moderate,Yes,42,57,Z7,Z7,No
ORD-1867,21:36,Wednesday,2,318,12,Very High,6,14,9.8,Low,Clear,Urban,New,Yes,80,78,Z1,Z3,No
ORD-1868,14:01,Monday,2,378,15,Moderate,2,3,7.2,Moderate,Clear,Urban,Experienced,Yes,41,51,Z5,Z5,No
ORD-1869,14:00,Saturday,4,632,24,Very High,2,6,3.3,Moderate,Clear,Suburban,Moderate,Yes,62,38,Z8,Z5,No
ORD-1870,21:54,Wednesday,1,164,14,Very High,2,3,5.0,Heavy,Hot,Dense Urban,Moderate,Yes,49,44,Z7,Z8,No
ORD-1871,13:40,Saturday,2,236,13,Very High,1,7,3.0,Heavy,Fog,Dense Urban,New,Yes,47,51,Z6,Z3,No
ORD-1872,12:48,Wednesday,2,302,12,High,6,4,7.1,Moderate,Clear,Suburban,Moderate,Yes,42,50,Z3,Z8,No
ORD-1873,13:13,Tuesday,3,448,14,High,4,9,7.7,Low,Clear,Suburban,Moderate,Yes,48,54,Z3,Z6,Yes
ORD-1874,20:34,Wednesday,5,1493,23,High,1,2,4.3,Heavy,Clear,Dense Urban,Moderate,Yes,48,49,Z2,Z5,Yes
ORD-1875,13:47,Saturday,2,561,16,High,4,1,1.3,Heavy,Fog,Dense Urban,Moderate,Yes,32,33,Z4,Z8,No
ORD-1876,21:28,Thursday,3,584,39,Very High,10,4,4.2,Moderate,Clear,Dense Urban,Moderate,Yes,73,39,Z8,Z4,No
ORD-1877,13:02,Saturday,5,1022,22,High,10,5,6.8,Moderate,Clear,Urban,Experienced,Yes,56,51,Z8,Z6,No
ORD-1878,13:23,Thursday,3,810,13,High,1,6,1.5,Moderate,Clear,Urban,Moderate,Yes,27,49,Z1,Z4,No
ORD-1879,21:54,Saturday,5,1040,19,High,9,3,2.1,Severe,Rain,Urban,Experienced,Yes,46,46,Z7,Z6,No
ORD-1880,20:49,Thursday,3,272,12,Moderate,5,4,8.4,Moderate,Clear,Dense Urban,Moderate,Yes,52,56,Z6,Z4,No
ORD-1881,21:26,Saturday,5,792,26,Very High,5,2,5.2,Heavy,Rain,Suburban,Moderate,Yes,58,50,Z7,Z7,No
ORD-1882,12:42,Friday,1,199,8,High,10,13,3.6,Heavy,Rain,Dense Urban,New,Yes,54,36,Z7,Z6,No
ORD-1883,20:12,Sunday,4,312,23,High,4,3,5.3,Moderate,Cold,Urban,Experienced,Yes,45,46,Z7,Z8,No
ORD-1884,13:22,Friday,3,417,15,Moderate,4,6,2.3,Heavy,Clear,Urban,Experienced,Yes,37,35,Z4,Z8,No
ORD-1885,14:23,Thursday,8,1517,23,High,10,4,3.2,Low,Rain,Suburban,Moderate,Yes,49,49,Z7,Z3,No
ORD-1886,11:00,Saturday,3,438,7,Low,1,7,2.2,Low,Clear,Urban,Experienced,No,23,28,Z2,Z1,No
ORD-1887,15:12,Wednesday,4,655,28,High,1,3,3.4,Heavy,Clear,Dense Urban,New,No,48,35,Z6,Z5,No
ORD-1888,21:06,Friday,3,1096,11,High,3,4,1.5,Moderate,Clear,Urban,Moderate,Yes,26,32,Z2,Z6,No
ORD-1889,11:56,Tuesday,4,590,11,Low,3,5,0.7,Heavy,Clear,Dense Urban,Experienced,No,27,24,Z3,Z1,No
ORD-1890,13:18,Sunday,2,279,23,High,10,6,2.1,Moderate,Clear,Urban,Moderate,Yes,48,32,Z6,Z8,No
ORD-1891,13:51,Sunday,2,248,11,High,6,7,6.2,Low,Rain,Suburban,Moderate,Yes,43,45,Z6,Z5,No
ORD-1892,20:53,Tuesday,2,586,12,High,1,2,4.0,Severe,Clear,Dense Urban,Moderate,Yes,39,45,Z2,Z7,No
ORD-1893,19:53,Tuesday,2,455,22,Very High,5,2,4.0,Moderate,Rain,Urban,Experienced,Yes,44,39,Z1,Z1,No
ORD-1894,12:42,Friday,5,855,29,Very High,1,9,7.2,Low,Clear,Suburban,Moderate,Yes,56,55,Z4,Z2,No
ORD-1895,17:57,Friday,5,762,7,Low,6,2,2.5,Low,Hot,Dense Urban,Moderate,No,27,38,Z8,Z4,No
ORD-1896,20:58,Wednesday,2,316,9,High,1,15,0.7,Heavy,Clear,Dense Urban,Moderate,Yes,33,47,Z5,Z5,No
ORD-1897,22:50,Sunday,3,432,15,Low,3,3,10.1,Moderate,Rain,Suburban,Moderate,No,60,60,Z6,Z8,No
ORD-1898,20:50,Monday,3,733,13,Moderate,1,2,2.0,Severe,Fog,Dense Urban,Moderate,Yes,32,39,Z5,Z6,No
ORD-1899,15:19,Friday,2,469,10,High,3,5,2.5,Low,Rain,Dense Urban,Experienced,No,30,36,Z8,Z3,No
ORD-1900,12:52,Thursday,4,799,7,Moderate,6,5,6.3,Low,Clear,Suburban,Moderate,Yes,32,44,Z6,Z3,No
ORD-1901,23:45,Sunday,3,417,14,Moderate,9,3,4.2,Moderate,Clear,Urban,Moderate,No,43,40,Z5,Z3,No
ORD-1902,20:33,Saturday,2,212,17,High,14,5,0.8,Heavy,Hot,Urban,Moderate,Yes,43,27,Z3,Z2,No
ORD-1903,20:00,Sunday,3,452,16,High,8,12,2.1,Low,Clear,Suburban,Moderate,Yes,47,33,Z2,Z7,Yes
ORD-1904,22:10,Saturday,2,295,10,Moderate,2,3,5.3,Low,Clear,Urban,Moderate,Yes,30,43,Z3,Z3,No
ORD-1905,19:49,Tuesday,4,601,16,High,4,3,3.5,Moderate,Rain,Dense Urban,Moderate,Yes,44,38,Z5,Z2,No
ORD-1906,11:27,Wednesday,1,184,6,Moderate,3,5,1.9,Moderate,Clear,Dense Urban,New,No,32,48,Z4,Z6,No
ORD-1907,10:22,Wednesday,4,773,12,Moderate,3,3,4.0,Moderate,Clear,Dense Urban,Moderate,No,35,59,Z6,Z8,No
ORD-1908,13:48,Monday,3,824,12,Moderate,1,4,2.5,Severe,Clear,Urban,Moderate,Yes,36,37,Z2,Z1,Yes
ORD-1909,12:33,Sunday,4,787,27,Very High,13,9,1.6,Heavy,Clear,Dense Urban,Moderate,Yes,80,33,Z3,Z8,No
ORD-1910,20:49,Sunday,1,203,12,High,6,2,6.7,Heavy,Clear,Dense Urban,Moderate,Yes,56,47,Z2,Z1,Yes
ORD-1911,09:17,Saturday,3,337,13,Low,3,2,2.5,Low,Rain,Dense Urban,Moderate,No,31,32,Z5,Z8,No
ORD-1912,22:19,Monday,3,454,9,High,1,6,2.7,Moderate,Clear,Dense Urban,Moderate,Yes,30,36,Z7,Z6,No
ORD-1913,20:43,Sunday,3,414,14,High,10,4,4.7,Heavy,Clear,Urban,Moderate,Yes,47,45,Z5,Z2,No
ORD-1914,12:30,Sunday,3,449,10,Moderate,1,1,2.2,Heavy,Rain,Urban,Moderate,Yes,26,31,Z4,Z3,No
ORD-1915,12:53,Tuesday,1,259,28,Very High,2,2,3.0,Heavy,Hot,Urban,Moderate,Yes,66,33,Z3,Z6,Yes
ORD-1916,22:25,Wednesday,4,992,24,Very High,11,7,1.9,Heavy,Rain,Dense Urban,Moderate,Yes,61,32,Z7,Z4,Yes
ORD-1917,13:19,Friday,3,267,11,Moderate,7,4,3.0,Moderate,Clear,Dense Urban,Moderate,Yes,37,49,Z5,Z5,No
ORD-1918,11:41,Thursday,1,149,10,Moderate,4,5,3.0,Low,Clear,Urban,New,No,32,28,Z4,Z1,No
ORD-1919,13:36,Tuesday,1,96,6,Moderate,5,6,3.2,Moderate,Clear,Urban,Moderate,Yes,28,36,Z5,Z4,No
ORD-1920,21:31,Saturday,2,675,21,High,4,11,1.8,Heavy,Rain,Urban,Moderate,Yes,51,30,Z4,Z8,Yes
ORD-1921,22:09,Saturday,3,866,23,Very High,2,7,3.6,Moderate,Clear,Suburban,Experienced,Yes,43,43,Z1,Z7,No
ORD-1922,20:20,Tuesday,2,417,16,High,7,2,2.7,Heavy,Clear,Urban,Moderate,Yes,54,39,Z1,Z2,No
ORD-1923,15:05,Thursday,2,490,9,Low,1,2,0.8,Heavy,Clear,Dense Urban,Moderate,No,20,21,Z5,Z5,No
ORD-1924,23:07,Sunday,6,1181,18,Low,1,1,0.9,Moderate,Clear,Urban,New,No,32,27,Z6,Z7,No
ORD-1925,11:48,Tuesday,3,409,22,High,2,8,2.4,Heavy,Clear,Dense Urban,New,No,48,35,Z2,Z6,No
ORD-1926,22:41,Monday,4,680,17,High,5,3,2.6,Low,Clear,Urban,Experienced,No,34,35,Z6,Z4,No
ORD-1927,21:36,Saturday,2,202,16,Very High,3,9,3.6,Heavy,Clear,Urban,Moderate,Yes,55,40,Z2,Z3,No
ORD-1928,12:15,Sunday,9,1897,35,High,1,3,1.0,Heavy,Clear,Urban,Experienced,Yes,46,35,Z6,Z6,No
ORD-1929,14:51,Friday,2,622,11,Low,5,1,3.6,Moderate,Rain,Urban,Moderate,No,32,58,Z7,Z8,No
ORD-1930,21:20,Monday,3,660,12,High,1,8,2.4,Heavy,Clear,Urban,New,Yes,35,58,Z6,Z8,No
ORD-1931,14:32,Monday,2,292,9,Low,1,2,2.3,Heavy,Clear,Dense Urban,Moderate,No,27,27,Z5,Z7,No
ORD-1932,21:43,Wednesday,2,444,20,High,6,2,4.0,Heavy,Clear,Urban,Moderate,Yes,50,44,Z7,Z7,Yes
ORD-1933,18:17,Sunday,4,656,12,Low,8,5,1.7,Low,Clear,Suburban,Moderate,No,32,49,Z3,Z8,No
ORD-1934,12:30,Thursday,3,475,11,High,39,6,3.4,Moderate,Fog,Urban,New,Yes,71,37,Z6,Z7,No
ORD-1935,12:45,Sunday,3,658,11,High,2,2,9.8,Heavy,Fog,Dense Urban,Moderate,Yes,63,73,Z6,Z7,No
ORD-1936,15:35,Sunday,3,461,6,Low,7,6,1.5,Low,Rain,Urban,Moderate,No,27,26,Z7,Z3,No
ORD-1937,21:02,Thursday,3,464,33,Very High,9,4,3.6,Low,Cold,Urban,Experienced,Yes,57,36,Z2,Z8,No
ORD-1938,12:06,Saturday,6,1058,21,Low,2,6,7.0,Heavy,Clear,Urban,Experienced,Yes,52,58,Z7,Z4,No
ORD-1939,20:39,Friday,4,432,10,Moderate,9,3,2.5,Low,Rain,Suburban,Experienced,Yes,31,32,Z6,Z1,No
ORD-1940,21:12,Friday,3,528,23,Moderate,1,1,13.7,Heavy,Clear,Suburban,Moderate,Yes,65,85,Z6,Z3,No
ORD-1941,20:10,Wednesday,3,420,9,Low,1,4,1.4,Moderate,Clear,Urban,Experienced,Yes,22,26,Z8,Z3,No
ORD-1942,19:00,Saturday,3,800,11,Moderate,5,6,4.1,Heavy,Clear,Urban,Moderate,Yes,39,39,Z2,Z4,Yes
ORD-1943,10:53,Saturday,1,272,6,Low,1,4,2.3,Moderate,Clear,Urban,Moderate,No,20,31,Z8,Z3,No
ORD-1944,11:45,Thursday,3,953,9,Moderate,2,3,0.9,Moderate,Fog,Urban,New,No,20,23,Z3,Z1,No
ORD-1945,12:08,Wednesday,3,393,60,Moderate,4,10,5.1,Heavy,Clear,Suburban,New,Yes,95,48,Z1,Z6,No
ORD-1946,22:35,Tuesday,4,679,26,Moderate,5,4,2.0,Low,Clear,Urban,Moderate,No,43,28,Z2,Z3,No
ORD-1947,20:51,Monday,1,340,9,High,2,4,1.9,Moderate,Hot,Dense Urban,New,Yes,27,31,Z8,Z1,No
ORD-1948,16:47,Thursday,1,203,12,Low,41,5,0.4,Low,Clear,Dense Urban,Moderate,No,65,24,Z3,Z2,No
ORD-1949,17:33,Friday,3,755,7,Low,3,4,1.9,Low,Rain,Suburban,New,No,27,27,Z2,Z7,Yes
ORD-1950,21:04,Friday,3,475,11,Low,5,3,1.5,Heavy,Clear,Urban,New,Yes,32,28,Z3,Z6,Yes
ORD-1951,13:37,Friday,7,823,35,High,6,3,1.7,Heavy,Hot,Urban,Moderate,Yes,54,38,Z7,Z1,No
ORD-1952,17:10,Wednesday,3,636,11,High,2,4,6.6,Moderate,Hot,Urban,Moderate,No,36,48,Z7,Z7,No
ORD-1953,12:03,Saturday,5,1122,15,High,3,3,2.2,Moderate,Clear,Dense Urban,Moderate,Yes,58,44,Z6,Z4,Yes
ORD-1954,18:58,Monday,3,1015,16,High,1,3,4.1,Heavy,Hot,Urban,New,No,42,41,Z6,Z7,No
ORD-1955,14:03,Tuesday,1,147,11,High,1,1,0.4,Heavy,Clear,Urban,Experienced,Yes,18,20,Z4,Z5,No
ORD-1956,23:16,Tuesday,2,418,10,Moderate,4,5,5.0,Moderate,Clear,Dense Urban,Moderate,No,43,41,Z1,Z7,No
ORD-1957,16:26,Wednesday,2,416,9,Low,5,2,3.0,Moderate,Fog,Urban,Experienced,No,28,30,Z7,Z7,No
ORD-1958,20:29,Saturday,1,136,11,High,6,4,1.5,Moderate,Clear,Dense Urban,Experienced,Yes,35,33,Z4,Z3,Yes
ORD-1959,12:18,Thursday,4,511,10,Low,4,6,2.7,Severe,Clear,Urban,Experienced,Yes,32,41,Z8,Z6,No
ORD-1960,19:18,Saturday,4,511,20,Moderate,11,7,4.3,Heavy,Rain,Urban,New,Yes,62,47,Z4,Z1,No
ORD-1961,20:42,Saturday,2,335,12,Moderate,3,1,4.8,Moderate,Clear,Suburban,Experienced,Yes,33,56,Z4,Z2,Yes
ORD-1962,13:47,Thursday,10,2164,43,Very High,5,2,3.8,Heavy,Clear,Urban,New,Yes,68,50,Z7,Z7,No
ORD-1963,13:49,Wednesday,3,978,15,High,13,14,1.1,Low,Rain,Suburban,Moderate,Yes,49,28,Z4,Z3,No
ORD-1964,11:52,Monday,4,850,16,Moderate,2,6,4.9,Low,Clear,Urban,New,No,39,40,Z8,Z8,No
ORD-1965,23:01,Thursday,1,183,10,Moderate,3,2,2.2,Low,Clear,Urban,Moderate,No,24,25,Z8,Z1,No
ORD-1966,20:38,Sunday,3,777,14,High,5,2,1.3,Severe,Rain,Dense Urban,Experienced,Yes,35,36,Z1,Z2,No
ORD-1967,19:12,Sunday,3,300,16,Moderate,11,9,4.2,Low,Clear,Urban,New,Yes,50,37,Z8,Z7,No
ORD-1968,13:34,Saturday,3,565,17,Moderate,6,3,2.7,Heavy,Cold,Urban,New,Yes,49,38,Z6,Z8,Yes
ORD-1969,22:27,Friday,4,423,27,Very High,1,3,10.8,Moderate,Hot,Suburban,Moderate,Yes,66,66,Z7,Z3,No
ORD-1970,14:40,Sunday,1,236,16,High,1,3,0.8,Low,Clear,Urban,Moderate,No,26,41,Z1,Z7,No
ORD-1971,11:29,Wednesday,4,878,18,Low,5,3,4.1,Moderate,Clear,Suburban,Experienced,No,52,62,Z1,Z3,No
ORD-1972,21:10,Wednesday,2,575,17,High,3,3,4.8,Heavy,Hot,Urban,New,Yes,47,49,Z8,Z3,Yes
ORD-1973,21:41,Sunday,4,725,21,Very High,13,6,0.6,Heavy,Clear,Dense Urban,Moderate,Yes,48,31,Z3,Z1,No
ORD-1974,20:05,Saturday,5,607,14,High,3,4,2.0,Moderate,Clear,Dense Urban,New,Yes,34,39,Z2,Z2,No
ORD-1975,18:41,Sunday,1,138,11,Moderate,2,3,1.2,Moderate,Clear,Urban,Moderate,No,23,23,Z2,Z2,No
ORD-1976,11:47,Saturday,3,437,12,Moderate,3,4,0.7,Moderate,Clear,Urban,Moderate,No,25,24,Z5,Z4,No
ORD-1977,15:23,Monday,2,377,18,Moderate,1,4,5.1,Severe,Hot,Dense Urban,New,No,64,47,Z3,Z4,No
ORD-1978,12:53,Friday,1,226,19,Very High,7,3,3.8,Moderate,Clear,Urban,Experienced,Yes,45,35,Z1,Z7,Yes
ORD-1979,18:51,Thursday,3,295,22,High,3,2,6.1,Low,Clear,Urban,Moderate,No,48,45,Z6,Z7,Yes
ORD-1980,20:13,Wednesday,2,566,8,Moderate,7,4,4.6,Low,Clear,Urban,New,Yes,37,42,Z3,Z6,Yes
ORD-1981,21:44,Saturday,2,336,14,High,6,6,1.6,Moderate,Clear,Suburban,Moderate,Yes,33,28,Z1,Z7,No
ORD-1982,15:04,Sunday,2,450,11,Moderate,4,2,2.6,Low,Clear,Suburban,Experienced,No,25,26,Z6,Z7,No
ORD-1983,13:48,Saturday,1,226,7,Moderate,7,2,4.3,Low,Clear,Suburban,Experienced,Yes,29,35,Z7,Z4,No
ORD-1984,09:55,Sunday,2,251,11,Moderate,5,5,4.5,Low,Clear,Urban,Moderate,No,37,37,Z8,Z7,No
ORD-1985,19:31,Tuesday,1,178,16,Moderate,8,7,2.1,Moderate,Hot,Dense Urban,Moderate,Yes,47,31,Z6,Z1,Yes
ORD-1986,20:26,Thursday,2,397,10,Moderate,3,2,3.5,Heavy,Clear,Urban,Moderate,Yes,33,37,Z5,Z3,Yes
ORD-1987,18:46,Friday,2,301,13,Low,3,4,3.6,Heavy,Hot,Suburban,Moderate,No,35,33,Z4,Z3,No
ORD-1988,14:15,Monday,3,557,28,Very High,4,6,2.0,Moderate,Clear,Urban,New,Yes,47,35,Z8,Z3,No
ORD-1989,13:31,Friday,5,912,8,Low,4,3,4.2,Moderate,Clear,Suburban,Moderate,Yes,30,48,Z4,Z2,No
ORD-1990,18:21,Monday,4,840,19,Moderate,1,3,2.0,Low,Clear,Dense Urban,Moderate,No,34,34,Z7,Z5,No
ORD-1991,12:35,Thursday,2,555,25,Very High,1,2,5.4,Low,Cold,Urban,Experienced,Yes,47,43,Z3,Z5,No
ORD-1992,22:50,Wednesday,2,330,14,Low,3,4,1.1,Heavy,Clear,Urban,Experienced,No,28,25,Z1,Z5,No
ORD-1993,09:56,Friday,3,586,11,Low,6,3,2.7,Low,Clear,Dense Urban,Experienced,No,31,32,Z5,Z5,No
ORD-1994,13:39,Thursday,8,1538,37,High,2,8,5.1,Heavy,Clear,Suburban,New,Yes,83,58,Z8,Z3,No
ORD-1995,10:41,Tuesday,4,707,13,Low,4,2,9.7,Low,Hot,Suburban,Moderate,No,43,60,Z2,Z2,Yes
ORD-1996,13:53,Tuesday,2,399,20,Very High,8,13,1.9,Severe,Clear,Dense Urban,New,Yes,57,38,Z5,Z8,No
ORD-1997,12:08,Sunday,3,420,16,High,3,2,3.4,Severe,Rain,Urban,Experienced,Yes,45,43,Z7,Z8,Yes
ORD-1998,17:45,Monday,1,296,10,High,7,6,2.5,Moderate,Fog,Dense Urban,Moderate,No,41,31,Z1,Z5,Yes
ORD-1999,12:23,Friday,3,645,34,Very High,16,3,4.0,Moderate,Rain,Suburban,Experienced,Yes,67,45,Z6,Z4,No
ORD-2000,21:36,Friday,3,577,15,High,7,4,2.8,Moderate,Fog,Suburban,Moderate,Yes,38,34,Z5,Z3,No
ORD-2001,22:42,Monday,1,223,7,Low,1,3,4.2,Moderate,Clear,Urban,Experienced,No,36,38,Z3,Z3,No
ORD-2002,21:49,Wednesday,4,749,12,Low,2,1,3.2,Moderate,Fog,Dense Urban,Experienced,Yes,28,35,Z6,Z5,No
ORD-2003,21:47,Sunday,4,649,21,High,2,4,1.0,Moderate,Clear,Dense Urban,Moderate,Yes,57,27,Z4,Z6,No
ORD-2004,13:23,Sunday,3,373,15,High,5,8,1.9,Moderate,Rain,Urban,New,Yes,39,38,Z3,Z7,No
ORD-2005,19:53,Monday,3,323,15,High,1,3,3.8,Moderate,Clear,Urban,Experienced,Yes,33,39,Z3,Z4,No
ORD-2006,12:58,Sunday,4,930,28,High,5,2,3.0,Moderate,Hot,Suburban,Moderate,Yes,62,39,Z1,Z1,No
ORD-2007,12:10,Thursday,4,657,13,Moderate,7,6,3.0,Heavy,Clear,Urban,Moderate,Yes,54,40,Z6,Z2,Yes
ORD-2008,13:09,Friday,5,893,28,Very High,1,6,6.9,Low,Clear,Suburban,Moderate,Yes,50,59,Z3,Z4,No
ORD-2009,22:07,Monday,4,544,20,Moderate,1,4,4.2,Severe,Hot,Dense Urban,Experienced,Yes,57,46,Z6,Z6,Yes
ORD-2010,18:40,Friday,3,387,11,Moderate,9,1,1.5,Moderate,Cold,Dense Urban,Moderate,No,35,30,Z8,Z7,Yes
ORD-2011,13:12,Saturday,1,344,8,High,3,3,3.8,Heavy,Clear,Dense Urban,Experienced,Yes,36,42,Z1,Z7,No
ORD-2012,12:48,Wednesday,2,358,9,Moderate,2,3,3.3,Heavy,Clear,Urban,Experienced,Yes,28,41,Z8,Z8,No
ORD-2013,13:33,Thursday,1,310,15,Moderate,7,2,8.1,Moderate,Clear,Urban,Moderate,Yes,48,52,Z2,Z3,No
ORD-2014,13:25,Saturday,6,1766,17,Moderate,6,3,3.7,Moderate,Cold,Dense Urban,Moderate,Yes,47,39,Z7,Z1,Yes
ORD-2015,12:22,Wednesday,5,785,24,High,1,3,3.7,Heavy,Cold,Dense Urban,Moderate,Yes,47,41,Z5,Z5,No
ORD-2016,20:37,Thursday,4,662,19,Moderate,22,4,2.8,Heavy,Clear,Suburban,New,Yes,60,39,Z1,Z2,No
ORD-2017,19:10,Friday,2,363,13,High,8,11,3.1,Moderate,Clear,Suburban,Moderate,Yes,43,41,Z3,Z5,No
ORD-2018,20:44,Sunday,3,471,22,High,4,7,2.0,Heavy,Clear,Urban,Experienced,Yes,46,38,Z6,Z2,Yes
ORD-2019,14:04,Saturday,2,296,16,High,7,2,5.1,Heavy,Clear,Urban,Moderate,Yes,66,46,Z1,Z8,No
